,school,sex,age,mother's_education,father's_education,reason,study_time,family_support,extra_classes,higher,G1,G2,G3,subject,study_x_mother's_education,study_x_father's_education
499,Gabriel Peireira,Male,15,Post-Secondary,Post-Secondary,course,<2 hr,yes,yes,yes,12,13,12,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
500,Gabriel Peireira,Female,15,Secondary,Grade 5-9,home,2-5 hr,yes,no,yes,11,10,10,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
501,Gabriel Peireira,Male,15,Secondary,Post-Secondary,course,2-5 hr,yes,no,yes,16,16,16,Portuguese,2-5 hr X Secondary,2-5 hr X Post-Secondary
502,Gabriel Peireira,Female,15,Secondary,Secondary,reputation,>10 hr,no,no,yes,10,10,10,Portuguese,>10 hr X Secondary,>10 hr X Secondary
503,Gabriel Peireira,Female,15,Grade 5-9,Grade 5-9,course,>10 hr,yes,no,yes,10,10,10,Portuguese,>10 hr X Grade 5-9,>10 hr X Grade 5-9
504,Gabriel Peireira,Male,16,Secondary,Secondary,home,5-10 hr,yes,no,yes,13,14,14,Portuguese,5-10 hr X Secondary,5-10 hr X Secondary
505,Gabriel Peireira,Male,15,Post-Secondary,Post-Secondary,home,>10 hr,yes,no,yes,12,10,11,Portuguese,>10 hr X Post-Secondary,>10 hr X Post-Secondary
506,Gabriel Peireira,Female,16,Post-Secondary,Post-Secondary,other,5-10 hr,yes,no,yes,15,15,14,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
507,Gabriel Peireira,Male,15,Post-Secondary,Post-Secondary,course,<2 hr,no,no,yes,13,14,14,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
508,Gabriel Peireira,Female,16,Secondary,Secondary,reputation,5-10 hr,yes,no,yes,11,11,11,Portuguese,5-10 hr X Secondary,5-10 hr X Secondary
509,Gabriel Peireira,Female,16,Grade 5-9,Grade 5-9,home,2-5 hr,no,no,yes,8,10,10,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
510,Gabriel Peireira,Male,15,Post-Secondary,Grade 5-9,course,<2 hr,no,no,yes,18,17,18,Portuguese,<2 hr X Post-Secondary,<2 hr X Grade 5-9
511,Gabriel Peireira,Male,15,Grade 5-9,Primary,reputation,2-5 hr,no,no,yes,10,9,10,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
512,Gabriel Peireira,Male,16,Post-Secondary,Post-Secondary,course,2-5 hr,yes,no,yes,16,14,14,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
513,Gabriel Peireira,Male,15,Post-Secondary,Post-Secondary,reputation,2-5 hr,yes,no,yes,16,15,16,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
514,Gabriel Peireira,Male,16,Secondary,Secondary,home,<2 hr,no,no,yes,14,14,15,Portuguese,<2 hr X Secondary,<2 hr X Secondary
515,Gabriel Peireira,Male,17,Primary,Secondary,course,2-5 hr,yes,no,yes,12,11,11,Portuguese,2-5 hr X Primary,2-5 hr X Secondary
516,Gabriel Peireira,Male,15,Secondary,Post-Secondary,reputation,<2 hr,no,no,yes,14,13,14,Portuguese,<2 hr X Secondary,<2 hr X Post-Secondary
517,Gabriel Peireira,Female,15,Primary,Grade 5-9,course,2-5 hr,no,no,yes,14,14,14,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
518,Gabriel Peireira,Male,15,Grade 5-9,Grade 5-9,home,>10 hr,yes,no,yes,14,13,13,Portuguese,>10 hr X Grade 5-9,>10 hr X Grade 5-9
519,Gabriel Peireira,Female,16,Grade 5-9,Post-Secondary,course,2-5 hr,yes,no,yes,14,12,13,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Post-Secondary
520,Gabriel Peireira,Male,16,Post-Secondary,Post-Secondary,course,<2 hr,yes,no,yes,12,13,13,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
521,Gabriel Peireira,Female,16,Grade 5-9,Grade 5-9,home,2-5 hr,no,no,yes,12,11,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
522,Gabriel Peireira,Male,15,Secondary,Post-Secondary,home,<2 hr,no,no,yes,9,9,9,Portuguese,<2 hr X Secondary,<2 hr X Post-Secondary
523,Gabriel Peireira,Female,15,Secondary,Post-Secondary,home,2-5 hr,no,no,yes,10,11,11,Portuguese,2-5 hr X Secondary,2-5 hr X Post-Secondary
524,Gabriel Peireira,Female,19,None,Primary,course,2-5 hr,yes,no,no,9,10,11,Portuguese,2-5 hr X None,2-5 hr X Primary
525,Gabriel Peireira,Male,16,Post-Secondary,Post-Secondary,course,<2 hr,no,no,yes,14,14,15,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
526,Gabriel Peireira,Male,16,Grade 5-9,Secondary,course,5-10 hr,yes,no,yes,13,12,13,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Secondary
527,Gabriel Peireira,Female,15,Secondary,Post-Secondary,course,5-10 hr,yes,no,yes,10,11,12,Portuguese,5-10 hr X Secondary,5-10 hr X Post-Secondary
528,Gabriel Peireira,Female,18,Grade 5-9,Primary,reputation,2-5 hr,yes,no,no,10,9,8,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
529,Gabriel Peireira,Female,17,Grade 5-9,Primary,course,<2 hr,yes,no,yes,11,10,11,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
530,Gabriel Peireira,Female,15,Primary,Primary,course,<2 hr,yes,no,yes,11,12,13,Portuguese,<2 hr X Primary,<2 hr X Primary
531,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,course,<2 hr,yes,no,yes,13,12,12,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
532,Gabriel Peireira,Female,16,Secondary,Post-Secondary,course,<2 hr,no,no,yes,15,13,14,Portuguese,<2 hr X Secondary,<2 hr X Post-Secondary
533,Gabriel Peireira,Male,16,Grade 5-9,Primary,course,<2 hr,no,no,yes,9,9,11,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
534,Gabriel Peireira,Female,16,Grade 5-9,Grade 5-9,home,<2 hr,no,no,yes,13,11,11,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
535,Gabriel Peireira,Male,15,Secondary,Post-Secondary,course,2-5 hr,yes,no,yes,12,11,11,Portuguese,2-5 hr X Secondary,2-5 hr X Post-Secondary
536,Gabriel Peireira,Female,15,Post-Secondary,Post-Secondary,course,5-10 hr,yes,no,yes,13,14,15,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
537,Gabriel Peireira,Male,17,Secondary,Post-Secondary,course,2-5 hr,no,no,yes,10,9,10,Portuguese,2-5 hr X Secondary,2-5 hr X Post-Secondary
538,Gabriel Peireira,Female,16,Primary,Primary,course,2-5 hr,yes,no,yes,14,13,13,Portuguese,2-5 hr X Primary,2-5 hr X Primary
539,Gabriel Peireira,Male,18,Secondary,Primary,course,<2 hr,no,no,yes,11,11,12,Portuguese,<2 hr X Secondary,<2 hr X Primary
540,Gabriel Peireira,Female,18,Secondary,Grade 5-9,course,5-10 hr,yes,no,yes,12,11,11,Portuguese,5-10 hr X Secondary,5-10 hr X Grade 5-9
541,Gabriel Peireira,Female,16,Primary,Primary,reputation,<2 hr,yes,no,yes,12,11,11,Portuguese,<2 hr X Primary,<2 hr X Primary
542,Gabriel Peireira,Female,16,Secondary,Secondary,course,<2 hr,yes,no,yes,9,9,10,Portuguese,<2 hr X Secondary,<2 hr X Secondary
543,Gabriel Peireira,Male,16,Primary,Primary,course,2-5 hr,no,no,yes,10,10,10,Portuguese,2-5 hr X Primary,2-5 hr X Primary
544,Gabriel Peireira,Female,15,Post-Secondary,Post-Secondary,course,<2 hr,no,no,yes,13,14,14,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
545,Gabriel Peireira,Female,15,Primary,Primary,course,<2 hr,no,no,yes,8,9,9,Portuguese,<2 hr X Primary,<2 hr X Primary
546,Gabriel Peireira,Male,15,Post-Secondary,Secondary,course,>10 hr,yes,no,yes,9,11,11,Portuguese,>10 hr X Post-Secondary,>10 hr X Secondary
547,Gabriel Peireira,Female,15,Secondary,Secondary,home,2-5 hr,no,no,yes,9,8,9,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
548,Gabriel Peireira,Male,16,Post-Secondary,Post-Secondary,course,5-10 hr,yes,no,yes,15,13,13,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
549,Gabriel Peireira,Male,16,Grade 5-9,Grade 5-9,reputation,<2 hr,yes,no,yes,12,11,11,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
550,Gabriel Peireira,Female,15,Post-Secondary,Post-Secondary,course,5-10 hr,yes,no,yes,13,13,13,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
551,Gabriel Peireira,Female,16,Primary,Primary,course,<2 hr,no,no,yes,10,11,11,Portuguese,<2 hr X Primary,<2 hr X Primary
552,Gabriel Peireira,Male,17,Grade 5-9,Primary,home,<2 hr,yes,no,yes,9,7,6,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
553,Gabriel Peireira,Female,15,Primary,Primary,course,2-5 hr,yes,no,yes,12,12,12,Portuguese,2-5 hr X Primary,2-5 hr X Primary
554,Gabriel Peireira,Female,15,Grade 5-9,Primary,home,<2 hr,yes,no,no,11,10,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
555,Gabriel Peireira,Female,15,Secondary,Grade 5-9,home,2-5 hr,yes,no,yes,11,11,11,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
556,Gabriel Peireira,Female,15,Primary,Grade 5-9,course,2-5 hr,yes,no,yes,13,12,13,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
557,Gabriel Peireira,Female,15,Primary,Grade 5-9,course,2-5 hr,no,no,yes,11,11,11,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
558,Gabriel Peireira,Male,16,Post-Secondary,Post-Secondary,course,<2 hr,yes,no,no,9,9,8,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
559,Gabriel Peireira,Male,15,Grade 5-9,Primary,course,<2 hr,no,no,yes,12,11,11,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
560,Gabriel Peireira,Male,18,Primary,Primary,course,<2 hr,no,no,no,11,9,0,Portuguese,<2 hr X Primary,<2 hr X Primary
561,Gabriel Peireira,Male,16,Grade 5-9,Primary,course,<2 hr,no,no,yes,9,10,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
562,Gabriel Peireira,Female,15,Secondary,Secondary,reputation,5-10 hr,yes,yes,yes,13,13,13,Portuguese,5-10 hr X Secondary,5-10 hr X Secondary
563,Gabriel Peireira,Male,19,Secondary,Grade 5-9,home,<2 hr,yes,no,no,11,9,11,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
564,Gabriel Peireira,Female,17,Post-Secondary,Post-Secondary,course,<2 hr,yes,no,yes,13,13,13,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
565,Gabriel Peireira,Male,15,Grade 5-9,Secondary,course,2-5 hr,no,yes,yes,7,8,8,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Secondary
566,Gabriel Peireira,Male,17,Primary,Grade 5-9,reputation,<2 hr,no,no,yes,9,8,10,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
567,Gabriel Peireira,Female,18,Primary,Primary,course,<2 hr,yes,no,yes,11,10,11,Portuguese,<2 hr X Primary,<2 hr X Primary
568,Gabriel Peireira,Male,16,Grade 5-9,Grade 5-9,course,<2 hr,no,no,yes,12,10,11,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
569,Gabriel Peireira,Male,16,Secondary,Secondary,course,2-5 hr,yes,no,yes,10,10,1,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
570,Gabriel Peireira,Male,16,Primary,Grade 5-9,course,<2 hr,no,no,yes,9,8,10,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
571,Gabriel Peireira,Male,17,Grade 5-9,Primary,course,<2 hr,no,yes,no,8,8,9,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
572,Gabriel Peireira,Male,17,Secondary,Grade 5-9,course,2-5 hr,yes,no,yes,7,6,8,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
573,Gabriel Peireira,Male,15,Primary,Grade 5-9,course,<2 hr,no,no,yes,8,9,10,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
574,Gabriel Peireira,Male,16,Primary,Secondary,course,<2 hr,no,no,no,9,8,8,Portuguese,<2 hr X Primary,<2 hr X Secondary
575,Gabriel Peireira,Male,17,Primary,Primary,course,2-5 hr,no,no,no,8,8,8,Portuguese,2-5 hr X Primary,2-5 hr X Primary
576,Gabriel Peireira,Male,17,Secondary,Grade 5-9,course,<2 hr,yes,no,no,8,7,8,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
577,Gabriel Peireira,Male,16,Grade 5-9,Grade 5-9,course,2-5 hr,no,no,no,9,10,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
578,Gabriel Peireira,Female,16,Post-Secondary,Grade 5-9,home,2-5 hr,no,no,yes,17,17,18,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Grade 5-9
579,Gabriel Peireira,Female,16,Grade 5-9,Grade 5-9,home,2-5 hr,yes,no,yes,12,12,13,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
580,Gabriel Peireira,Female,16,Post-Secondary,Post-Secondary,reputation,2-5 hr,yes,no,yes,16,16,17,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
581,Gabriel Peireira,Male,16,Secondary,Post-Secondary,course,<2 hr,yes,no,yes,9,9,10,Portuguese,<2 hr X Secondary,<2 hr X Post-Secondary
582,Gabriel Peireira,Male,16,Primary,None,reputation,2-5 hr,yes,no,yes,16,17,18,Portuguese,2-5 hr X Primary,2-5 hr X None
583,Gabriel Peireira,Male,17,Post-Secondary,Post-Secondary,reputation,2-5 hr,yes,no,yes,11,9,10,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
584,Gabriel Peireira,Female,16,Primary,Secondary,home,2-5 hr,no,no,yes,14,13,13,Portuguese,2-5 hr X Primary,2-5 hr X Secondary
585,Gabriel Peireira,Female,16,Secondary,Secondary,reputation,2-5 hr,yes,no,yes,14,14,15,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
586,Gabriel Peireira,Male,17,Post-Secondary,Secondary,course,2-5 hr,no,no,yes,10,11,11,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
587,Gabriel Peireira,Female,16,Grade 5-9,Grade 5-9,reputation,2-5 hr,no,no,yes,13,12,14,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
588,Gabriel Peireira,Male,17,Secondary,Secondary,reputation,2-5 hr,no,no,yes,11,9,10,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
589,Gabriel Peireira,Male,16,Post-Secondary,Grade 5-9,other,<2 hr,yes,no,yes,10,9,11,Portuguese,<2 hr X Post-Secondary,<2 hr X Grade 5-9
590,Gabriel Peireira,Male,17,Post-Secondary,Secondary,course,2-5 hr,yes,yes,yes,11,11,13,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
591,Gabriel Peireira,Male,16,Post-Secondary,Secondary,home,2-5 hr,yes,yes,yes,11,10,11,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
592,Gabriel Peireira,Male,16,Secondary,Secondary,home,2-5 hr,no,no,yes,11,12,13,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
593,Gabriel Peireira,Female,17,Grade 5-9,Post-Secondary,reputation,2-5 hr,yes,no,yes,17,18,17,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Post-Secondary
594,Gabriel Peireira,Female,17,Secondary,Secondary,reputation,2-5 hr,yes,no,yes,14,13,14,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
595,Gabriel Peireira,Female,16,Secondary,Grade 5-9,reputation,2-5 hr,yes,no,yes,14,15,16,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
596,Gabriel Peireira,Male,17,Secondary,Secondary,other,2-5 hr,yes,no,yes,11,13,14,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
597,Gabriel Peireira,Male,16,Primary,Grade 5-9,other,<2 hr,yes,no,yes,10,9,11,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
598,Gabriel Peireira,Male,16,Grade 5-9,Primary,course,2-5 hr,no,no,yes,13,14,16,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
599,Gabriel Peireira,Female,17,Secondary,Secondary,reputation,2-5 hr,yes,no,yes,12,13,14,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
600,Gabriel Peireira,Male,17,Primary,Grade 5-9,home,2-5 hr,no,no,yes,9,9,10,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
601,Gabriel Peireira,Female,16,Grade 5-9,Secondary,course,2-5 hr,no,no,yes,12,12,13,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Secondary
602,Gabriel Peireira,Female,17,Primary,Primary,course,2-5 hr,no,no,yes,12,11,12,Portuguese,2-5 hr X Primary,2-5 hr X Primary
603,Gabriel Peireira,Male,17,Primary,Grade 5-9,other,2-5 hr,no,no,yes,10,11,12,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
604,Gabriel Peireira,Male,16,Secondary,Secondary,reputation,<2 hr,yes,no,yes,11,10,10,Portuguese,<2 hr X Secondary,<2 hr X Secondary
605,Gabriel Peireira,Male,16,Grade 5-9,Secondary,home,<2 hr,no,no,yes,13,12,12,Portuguese,<2 hr X Grade 5-9,<2 hr X Secondary
606,Gabriel Peireira,Female,17,Grade 5-9,Post-Secondary,course,2-5 hr,no,no,yes,14,15,16,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Post-Secondary
607,Gabriel Peireira,Male,17,Post-Secondary,Post-Secondary,home,<2 hr,no,no,yes,13,13,14,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
608,Gabriel Peireira,Male,16,Secondary,Secondary,home,<2 hr,yes,no,yes,10,11,12,Portuguese,<2 hr X Secondary,<2 hr X Secondary
609,Gabriel Peireira,Female,17,Post-Secondary,Post-Secondary,home,<2 hr,yes,no,yes,14,15,16,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
610,Gabriel Peireira,Female,16,Post-Secondary,Post-Secondary,reputation,2-5 hr,yes,no,yes,11,10,11,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
611,Gabriel Peireira,Female,16,Post-Secondary,Secondary,home,2-5 hr,yes,no,yes,14,14,15,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
612,Gabriel Peireira,Female,16,Grade 5-9,Secondary,reputation,2-5 hr,yes,no,yes,11,12,12,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Secondary
613,Gabriel Peireira,Female,17,Primary,Primary,course,2-5 hr,yes,no,yes,14,15,15,Portuguese,2-5 hr X Primary,2-5 hr X Primary
614,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,reputation,<2 hr,yes,no,yes,13,13,13,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
615,Gabriel Peireira,Female,16,Grade 5-9,Grade 5-9,reputation,>10 hr,yes,no,yes,13,13,13,Portuguese,>10 hr X Grade 5-9,>10 hr X Grade 5-9
616,Gabriel Peireira,Female,17,Secondary,Post-Secondary,home,5-10 hr,yes,yes,yes,8,9,8,Portuguese,5-10 hr X Secondary,5-10 hr X Post-Secondary
617,Gabriel Peireira,Female,16,Secondary,Primary,course,2-5 hr,yes,no,yes,11,11,12,Portuguese,2-5 hr X Secondary,2-5 hr X Primary
618,Gabriel Peireira,Female,16,Post-Secondary,Secondary,other,2-5 hr,no,no,yes,14,15,15,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
619,Gabriel Peireira,Female,16,Primary,Primary,home,<2 hr,yes,no,yes,12,13,13,Portuguese,<2 hr X Primary,<2 hr X Primary
620,Gabriel Peireira,Female,17,Post-Secondary,Secondary,reputation,5-10 hr,yes,no,yes,11,12,12,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Secondary
621,Gabriel Peireira,Female,19,Secondary,Secondary,reputation,>10 hr,yes,no,yes,12,12,12,Portuguese,>10 hr X Secondary,>10 hr X Secondary
622,Gabriel Peireira,Male,17,Post-Secondary,Post-Secondary,home,2-5 hr,yes,no,yes,13,12,12,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
623,Gabriel Peireira,Female,16,Grade 5-9,Grade 5-9,reputation,2-5 hr,yes,no,yes,13,13,13,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
624,Gabriel Peireira,Male,18,Grade 5-9,Grade 5-9,home,2-5 hr,yes,no,yes,12,11,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
625,Gabriel Peireira,Female,17,Post-Secondary,Post-Secondary,other,<2 hr,yes,no,yes,12,11,11,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
626,Gabriel Peireira,Female,17,Secondary,Grade 5-9,reputation,2-5 hr,no,no,yes,14,16,15,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
627,Gabriel Peireira,Female,17,Post-Secondary,Secondary,reputation,2-5 hr,no,no,yes,11,9,10,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
628,Gabriel Peireira,Male,18,Secondary,Secondary,home,2-5 hr,yes,no,yes,10,10,10,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
629,Gabriel Peireira,Female,17,Grade 5-9,Secondary,home,<2 hr,yes,no,yes,12,13,13,Portuguese,<2 hr X Grade 5-9,<2 hr X Secondary
630,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,course,5-10 hr,yes,no,yes,12,12,13,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
631,Gabriel Peireira,Female,17,Grade 5-9,Primary,reputation,2-5 hr,yes,no,yes,11,10,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
632,Gabriel Peireira,Female,17,Primary,Primary,reputation,5-10 hr,yes,no,yes,12,12,12,Portuguese,5-10 hr X Primary,5-10 hr X Primary
633,Gabriel Peireira,Female,16,Grade 5-9,Secondary,other,2-5 hr,no,no,yes,13,13,14,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Secondary
634,Gabriel Peireira,Male,18,Grade 5-9,Grade 5-9,home,2-5 hr,yes,yes,yes,10,9,10,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
635,Gabriel Peireira,Female,16,Post-Secondary,Post-Secondary,home,5-10 hr,yes,no,yes,15,16,16,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
636,Gabriel Peireira,Female,18,Secondary,Primary,reputation,2-5 hr,no,no,yes,8,8,8,Portuguese,2-5 hr X Secondary,2-5 hr X Primary
637,Gabriel Peireira,Female,17,Secondary,Grade 5-9,course,2-5 hr,no,no,yes,17,18,17,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
638,Gabriel Peireira,Male,17,Grade 5-9,Secondary,reputation,2-5 hr,yes,no,yes,10,11,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Secondary
639,Gabriel Peireira,Male,18,Grade 5-9,Primary,course,2-5 hr,yes,no,yes,9,10,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
640,Gabriel Peireira,Female,17,Grade 5-9,Primary,course,5-10 hr,no,no,yes,15,15,16,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Primary
641,Gabriel Peireira,Female,17,Post-Secondary,Secondary,reputation,2-5 hr,no,no,yes,14,12,12,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
642,Gabriel Peireira,Male,17,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,12,13,13,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
643,Gabriel Peireira,Male,17,Post-Secondary,Post-Secondary,reputation,2-5 hr,yes,no,yes,13,13,13,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
644,Gabriel Peireira,Male,16,Post-Secondary,Post-Secondary,reputation,2-5 hr,yes,no,yes,13,13,14,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
645,Gabriel Peireira,Male,16,Primary,Primary,home,2-5 hr,yes,no,yes,9,9,9,Portuguese,2-5 hr X Primary,2-5 hr X Primary
646,Gabriel Peireira,Male,16,Secondary,Grade 5-9,reputation,5-10 hr,no,no,yes,12,12,12,Portuguese,5-10 hr X Secondary,5-10 hr X Grade 5-9
647,Gabriel Peireira,Male,17,Grade 5-9,Grade 5-9,home,2-5 hr,no,no,yes,16,16,16,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
648,Gabriel Peireira,Female,16,Grade 5-9,Primary,home,<2 hr,no,no,yes,9,10,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
649,Gabriel Peireira,Female,16,Post-Secondary,Primary,home,2-5 hr,no,no,yes,14,13,13,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Primary
650,Gabriel Peireira,Female,18,Grade 5-9,Post-Secondary,course,2-5 hr,yes,no,yes,10,10,10,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Post-Secondary
651,Gabriel Peireira,Female,18,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,9,8,10,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
652,Gabriel Peireira,Female,18,Secondary,Secondary,course,<2 hr,no,no,no,8,7,7,Portuguese,<2 hr X Secondary,<2 hr X Secondary
653,Gabriel Peireira,Male,18,Grade 5-9,Grade 5-9,course,<2 hr,yes,no,no,7,8,8,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
654,Gabriel Peireira,Male,17,Post-Secondary,Post-Secondary,course,<2 hr,yes,no,yes,10,8,9,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
655,Gabriel Peireira,Female,17,Secondary,Grade 5-9,course,2-5 hr,no,no,yes,14,14,15,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
656,Gabriel Peireira,Female,17,Primary,Primary,course,5-10 hr,yes,no,yes,11,10,10,Portuguese,5-10 hr X Primary,5-10 hr X Primary
657,Gabriel Peireira,Female,16,Primary,Grade 5-9,course,<2 hr,no,no,no,12,11,11,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
658,Gabriel Peireira,Female,17,Grade 5-9,Primary,course,2-5 hr,no,no,yes,13,13,13,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
659,Gabriel Peireira,Female,17,Primary,Post-Secondary,course,<2 hr,yes,no,yes,9,9,8,Portuguese,<2 hr X Primary,<2 hr X Post-Secondary
660,Gabriel Peireira,Male,18,Grade 5-9,Grade 5-9,reputation,2-5 hr,no,no,no,8,7,8,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
661,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,home,<2 hr,yes,no,no,11,9,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
662,Gabriel Peireira,Female,17,Primary,Primary,course,5-10 hr,no,no,yes,15,14,15,Portuguese,5-10 hr X Primary,5-10 hr X Primary
663,Gabriel Peireira,Female,17,Post-Secondary,Grade 5-9,course,2-5 hr,yes,no,yes,15,14,14,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Grade 5-9
