,School,Sex,Age,Study_Time,Freetime,Go_Out,Daily_Alc_Consumption,Weekend_Alc_Consumption,Health,Absences,Period_1_Grade,Period_2_Grade,Final_Grade,Weekly_Drinking_AVG,Use_Of_Freetime,subject
786,Gabriel Pereira,Female,17,1,2,2,1,2,5,8,11,10,11,2.5,3.6666666666666665,Portuguese
787,Gabriel Pereira,Male,16,1,2,2,1,2,3,4,12,10,11,2.5,3.6666666666666665,Portuguese
788,Gabriel Pereira,Female,17,1,2,1,1,2,3,6,12,11,11,2.5,3.3333333333333335,Portuguese
789,Gabriel Pereira,Female,17,2,2,5,1,2,5,0,11,10,11,2.5,5.666666666666667,Portuguese
790,Mousinho Da Silveira,Female,18,2,2,3,1,2,3,2,8,10,11,2.5,5.0,Portuguese
791,Gabriel Pereira,Male,18,1,2,3,1,2,1,0,10,10,10,2.5,4.0,Portuguese
792,Mousinho Da Silveira,Female,18,1,2,3,1,2,4,0,10,10,10,2.5,4.0,Portuguese
793,Gabriel Pereira,Male,17,1,2,1,1,2,5,6,10,8,9,2.5,3.3333333333333335,Portuguese
794,Mousinho Da Silveira,Female,17,1,2,1,1,2,1,0,8,8,9,2.5,3.3333333333333335,Portuguese
795,Mousinho Da Silveira,Female,18,2,1,3,1,2,1,1,16,16,16,2.5,4.0,Portuguese
796,Gabriel Pereira,Female,18,2,1,2,1,2,1,4,10,13,13,2.5,3.6666666666666665,Portuguese
797,Mousinho Da Silveira,Female,16,1,1,3,1,2,5,1,11,11,11,2.5,3.0,Portuguese
798,Mousinho Da Silveira,Female,17,1,1,3,1,2,5,5,9,9,9,2.5,3.0,Portuguese
799,Gabriel Pereira,Female,18,3,3,3,5,1,5,10,12,11,11,3.5,7.0,Portuguese
800,Mousinho Da Silveira,Female,19,2,1,4,4,1,1,12,7,8,9,3.0,4.333333333333333,Portuguese
801,Mousinho Da Silveira,Female,17,4,2,3,3,1,5,0,18,18,18,2.5,7.0,Portuguese
802,Mousinho Da Silveira,Female,16,2,4,3,2,1,2,0,13,14,15,2.0,7.0,Portuguese
803,Gabriel Pereira,Male,16,1,3,2,2,1,5,16,9,9,8,2.0,4.666666666666667,Portuguese
804,Mousinho Da Silveira,Male,16,1,1,2,2,1,2,0,10,11,11,2.0,2.6666666666666665,Portuguese
805,Gabriel Pereira,Male,15,1,5,2,1,1,3,10,18,17,18,1.5,6.666666666666667,Portuguese
806,Gabriel Pereira,Male,15,3,5,2,1,1,3,0,14,14,15,1.5,8.666666666666666,Portuguese
807,Gabriel Pereira,Male,15,2,5,2,1,1,5,0,13,14,15,1.5,7.666666666666667,Portuguese
808,Gabriel Pereira,Male,20,1,5,3,1,1,5,0,14,15,15,1.5,7.0,Portuguese
809,Gabriel Pereira,Male,15,1,5,3,1,1,4,4,13,14,14,1.5,7.0,Portuguese
810,Mousinho Da Silveira,Male,18,1,5,5,1,1,1,5,12,13,14,1.5,7.666666666666667,Portuguese
811,Gabriel Pereira,Male,15,2,5,1,1,1,5,0,12,12,13,1.5,7.333333333333333,Portuguese
812,Gabriel Pereira,Male,17,2,5,2,1,1,1,0,12,13,13,1.5,7.666666666666667,Portuguese
813,Mousinho Da Silveira,Female,16,1,5,4,1,1,4,0,14,13,13,1.5,7.333333333333333,Portuguese
814,Mousinho Da Silveira,Female,15,2,5,4,1,1,1,4,13,12,12,1.5,8.333333333333334,Portuguese
815,Gabriel Pereira,Female,15,1,5,1,1,1,5,4,11,11,11,1.5,6.333333333333333,Portuguese
816,Gabriel Pereira,Male,19,1,5,4,1,1,4,6,11,9,11,1.5,7.333333333333333,Portuguese
817,Mousinho Da Silveira,Female,17,1,5,3,1,1,3,2,9,10,11,1.5,7.0,Portuguese
818,Mousinho Da Silveira,Female,17,2,5,4,1,1,1,0,6,9,11,1.5,8.333333333333334,Portuguese
819,Gabriel Pereira,Male,17,1,5,1,1,1,3,0,9,9,10,1.5,6.333333333333333,Portuguese
820,Gabriel Pereira,Female,16,1,5,2,1,1,5,4,9,10,10,1.5,6.666666666666667,Portuguese
821,Mousinho Da Silveira,Female,17,1,5,3,1,1,5,4,9,9,10,1.5,7.0,Portuguese
822,Mousinho Da Silveira,Female,17,1,5,1,1,1,3,0,7,10,10,1.5,6.333333333333333,Portuguese
823,Gabriel Pereira,Female,15,1,5,5,1,1,1,2,8,9,9,1.5,7.666666666666667,Portuguese
824,Gabriel Pereira,Male,17,1,5,2,1,1,2,10,8,7,8,1.5,6.666666666666667,Portuguese
825,Gabriel Pereira,Female,17,1,5,4,1,1,5,14,9,9,8,1.5,7.333333333333333,Portuguese
826,Mousinho Da Silveira,Female,16,2,5,5,1,1,1,8,5,5,7,1.5,8.666666666666666,Portuguese
827,Mousinho Da Silveira,Female,18,1,5,5,1,1,3,0,8,6,0,1.5,7.666666666666667,Portuguese
828,Gabriel Pereira,Female,16,2,4,2,1,1,3,0,16,16,17,1.5,6.666666666666667,Portuguese
829,Gabriel Pereira,Male,18,2,4,3,1,1,2,0,17,17,17,1.5,7.0,Portuguese
830,Gabriel Pereira,Female,17,1,4,4,1,1,5,2,15,16,17,1.5,6.333333333333333,Portuguese
831,Mousinho Da Silveira,Male,18,1,4,5,1,1,5,3,17,17,17,1.5,6.666666666666667,Portuguese
832,Mousinho Da Silveira,Female,18,3,4,4,1,1,1,0,15,17,17,1.5,8.333333333333334,Portuguese
833,Gabriel Pereira,Male,16,3,4,3,1,1,4,0,16,16,16,1.5,8.0,Portuguese
834,Gabriel Pereira,Male,15,2,4,4,1,1,1,0,16,16,16,1.5,7.333333333333333,Portuguese
835,Gabriel Pereira,Male,15,2,4,3,1,1,2,4,16,15,16,1.5,7.0,Portuguese
836,Mousinho Da Silveira,Male,17,2,4,3,1,1,3,4,14,15,16,1.5,7.0,Portuguese
837,Gabriel Pereira,Male,16,1,4,2,1,1,5,6,14,14,15,1.5,5.666666666666667,Portuguese
838,Gabriel Pereira,Female,16,2,4,5,1,1,4,0,14,14,15,1.5,7.666666666666667,Portuguese
839,Gabriel Pereira,Female,17,2,4,2,1,1,3,4,14,14,15,1.5,6.666666666666667,Portuguese
840,Gabriel Pereira,Male,16,1,4,5,1,1,3,7,14,14,15,1.5,6.666666666666667,Portuguese
841,Gabriel Pereira,Male,18,3,4,2,1,1,4,0,14,15,15,1.5,7.666666666666667,Portuguese
842,Gabriel Pereira,Female,17,3,4,3,1,1,5,0,15,15,15,1.5,8.0,Portuguese
843,Gabriel Pereira,Male,15,2,4,1,1,1,1,0,12,13,14,1.5,6.333333333333333,Portuguese
844,Gabriel Pereira,Male,15,3,4,3,1,1,4,0,14,14,14,1.5,8.0,Portuguese
845,Gabriel Pereira,Female,16,3,4,5,1,1,4,2,15,15,14,1.5,8.666666666666666,Portuguese
846,Gabriel Pereira,Female,18,1,4,4,1,1,1,4,11,12,14,1.5,6.333333333333333,Portuguese
847,Gabriel Pereira,Female,18,4,4,4,1,1,4,6,14,13,14,1.5,9.333333333333334,Portuguese
848,Gabriel Pereira,Male,16,2,4,4,1,1,3,0,13,12,13,1.5,7.333333333333333,Portuguese
849,Gabriel Pereira,Male,16,3,4,3,1,1,5,4,13,13,13,1.5,8.0,Portuguese
850,Gabriel Pereira,Female,18,2,4,3,1,1,3,2,13,13,13,1.5,7.0,Portuguese
851,Gabriel Pereira,Female,18,2,4,4,1,1,4,2,14,12,13,1.5,7.333333333333333,Portuguese
852,Gabriel Pereira,Female,18,2,4,4,1,1,4,0,12,13,13,1.5,7.333333333333333,Portuguese
853,Mousinho Da Silveira,Female,19,3,4,5,1,1,1,0,12,13,13,1.5,8.666666666666666,Portuguese
854,Mousinho Da Silveira,Female,17,1,4,3,1,1,4,0,11,12,13,1.5,6.0,Portuguese
855,Gabriel Pereira,Male,15,1,4,2,1,1,5,0,11,12,12,1.5,5.666666666666667,Portuguese
856,Gabriel Pereira,Male,16,1,4,3,1,1,5,4,12,12,12,1.5,6.0,Portuguese
857,Gabriel Pereira,Female,15,2,4,4,1,1,3,2,13,12,12,1.5,7.333333333333333,Portuguese
858,Gabriel Pereira,Female,17,3,4,2,1,1,4,0,11,12,12,1.5,7.666666666666667,Portuguese
859,Gabriel Pereira,Female,17,4,4,1,1,1,2,2,10,11,12,1.5,8.333333333333334,Portuguese
860,Mousinho Da Silveira,Female,16,2,4,4,1,1,5,0,12,12,12,1.5,7.333333333333333,Portuguese
861,Mousinho Da Silveira,Female,16,2,4,3,1,1,1,0,11,13,12,1.5,7.0,Portuguese
862,Mousinho Da Silveira,Female,17,3,4,3,1,1,3,8,10,11,12,1.5,8.0,Portuguese
863,Mousinho Da Silveira,Female,16,2,4,4,1,1,5,0,12,12,12,1.5,7.333333333333333,Portuguese
864,Gabriel Pereira,Male,15,4,4,3,1,1,1,0,12,11,11,1.5,9.0,Portuguese
865,Gabriel Pereira,Female,15,2,4,4,1,1,5,4,12,11,11,1.5,7.333333333333333,Portuguese
866,Gabriel Pereira,Male,16,2,4,2,1,1,3,6,12,10,11,1.5,6.666666666666667,Portuguese
867,Gabriel Pereira,Female,16,2,4,4,1,1,5,0,12,11,11,1.5,7.333333333333333,Portuguese
868,Gabriel Pereira,Female,19,2,4,2,1,1,5,0,9,10,11,1.5,6.666666666666667,Portuguese
869,Gabriel Pereira,Female,18,3,4,4,1,1,3,10,12,10,11,1.5,8.333333333333334,Portuguese
870,Mousinho Da Silveira,Male,16,3,4,3,1,1,5,0,10,11,11,1.5,8.0,Portuguese
871,Mousinho Da Silveira,Female,16,2,4,5,1,1,4,4,9,10,11,1.5,7.666666666666667,Portuguese
872,Mousinho Da Silveira,Female,17,1,4,3,1,1,5,0,10,11,11,1.5,6.0,Portuguese
873,Gabriel Pereira,Male,15,1,4,1,1,1,1,0,9,10,10,1.5,5.333333333333333,Portuguese
874,Gabriel Pereira,Female,16,2,4,3,1,1,1,0,13,13,10,1.5,7.0,Portuguese
875,Gabriel Pereira,Male,15,2,4,2,1,1,5,4,10,9,10,1.5,6.666666666666667,Portuguese
876,Gabriel Pereira,Female,15,1,4,2,1,1,5,0,11,10,10,1.5,5.666666666666667,Portuguese
877,Gabriel Pereira,Male,19,2,4,4,1,1,1,9,11,10,10,1.5,7.333333333333333,Portuguese
878,Mousinho Da Silveira,Female,16,3,4,3,1,1,5,2,10,9,10,1.5,8.0,Portuguese
879,Mousinho Da Silveira,Female,19,1,4,4,1,1,2,0,9,9,10,1.5,6.333333333333333,Portuguese
880,Mousinho Da Silveira,Female,17,2,4,5,1,1,4,1,11,9,10,1.5,7.666666666666667,Portuguese
881,Mousinho Da Silveira,Female,17,2,4,4,1,1,5,2,7,9,10,1.5,7.333333333333333,Portuguese
882,Gabriel Pereira,Male,16,2,4,2,1,1,5,2,9,9,9,1.5,6.666666666666667,Portuguese
883,Gabriel Pereira,Male,15,2,4,4,1,1,1,0,7,8,8,1.5,7.333333333333333,Portuguese
884,Mousinho Da Silveira,Female,16,1,4,3,1,1,5,2,10,8,8,1.5,6.0,Portuguese
885,Mousinho Da Silveira,Female,16,2,4,3,1,1,1,0,7,7,8,1.5,7.0,Portuguese
886,Mousinho Da Silveira,Female,19,1,4,4,1,1,5,0,6,8,7,1.5,6.333333333333333,Portuguese
887,Gabriel Pereira,Male,16,2,3,2,1,1,3,0,16,17,18,1.5,5.666666666666667,Portuguese
888,Mousinho Da Silveira,Female,16,2,3,2,1,1,1,0,16,17,18,1.5,5.666666666666667,Portuguese
889,Mousinho Da Silveira,Female,18,3,3,2,1,1,4,0,19,17,18,1.5,6.666666666666667,Portuguese
890,Gabriel Pereira,Female,18,4,3,3,1,1,3,0,16,17,17,1.5,8.0,Portuguese
891,Gabriel Pereira,Female,18,3,3,4,1,1,5,2,14,15,17,1.5,7.333333333333333,Portuguese
892,Mousinho Da Silveira,Female,17,2,3,2,1,1,1,0,15,17,17,1.5,5.666666666666667,Portuguese
893,Gabriel Pereira,Female,15,2,3,3,1,1,5,0,16,14,16,1.5,6.0,Portuguese
894,Gabriel Pereira,Female,17,2,3,2,1,1,5,8,14,15,16,1.5,5.666666666666667,Portuguese
895,Gabriel Pereira,Female,16,3,3,2,1,1,5,4,15,16,16,1.5,6.666666666666667,Portuguese
896,Gabriel Pereira,Male,16,1,3,3,1,1,4,7,15,16,16,1.5,5.0,Portuguese
897,Gabriel Pereira,Female,17,2,3,3,1,1,1,6,15,16,16,1.5,6.0,Portuguese
898,Gabriel Pereira,Female,17,3,3,3,1,1,3,0,16,16,16,1.5,7.0,Portuguese
899,Mousinho Da Silveira,Female,16,1,3,2,1,1,4,0,14,14,16,1.5,4.666666666666667,Portuguese
900,Mousinho Da Silveira,Female,18,2,3,4,1,1,1,4,15,15,16,1.5,6.333333333333333,Portuguese
901,Gabriel Pereira,Male,15,2,3,1,1,1,5,2,15,15,15,1.5,5.333333333333333,Portuguese
902,Gabriel Pereira,Male,15,2,3,3,1,1,5,0,14,15,15,1.5,6.0,Portuguese
903,Gabriel Pereira,Female,15,2,3,2,1,1,1,0,15,14,15,1.5,5.666666666666667,Portuguese
904,Gabriel Pereira,Female,15,3,3,3,1,1,5,4,13,14,15,1.5,7.0,Portuguese
905,Gabriel Pereira,Female,16,2,3,2,1,1,1,4,14,15,15,1.5,5.666666666666667,Portuguese
906,Gabriel Pereira,Male,17,3,3,3,1,1,1,2,13,14,15,1.5,7.0,Portuguese
907,Gabriel Pereira,Female,18,4,3,3,1,1,1,4,14,14,15,1.5,8.0,Portuguese
908,Mousinho Da Silveira,Female,17,2,3,4,1,1,1,4,15,14,15,1.5,6.333333333333333,Portuguese
909,Gabriel Pereira,Female,16,2,3,2,1,1,4,2,13,14,14,1.5,5.666666666666667,Portuguese
910,Gabriel Pereira,Male,15,2,3,2,1,1,5,0,14,13,14,1.5,5.666666666666667,Portuguese
911,Gabriel Pereira,Female,16,2,3,3,1,1,1,2,13,14,14,1.5,6.0,Portuguese
912,Gabriel Pereira,Male,16,3,3,3,1,1,5,4,13,14,14,1.5,7.0,Portuguese
913,Gabriel Pereira,Female,15,1,3,2,1,1,5,6,13,14,14,1.5,4.666666666666667,Portuguese
914,Gabriel Pereira,Female,16,2,3,1,1,1,3,0,13,13,14,1.5,5.333333333333333,Portuguese
915,Gabriel Pereira,Female,17,2,3,2,1,1,4,4,15,14,14,1.5,5.666666666666667,Portuguese
916,Gabriel Pereira,Male,19,2,3,1,1,1,1,4,11,13,14,1.5,5.333333333333333,Portuguese
917,Gabriel Pereira,Female,18,2,3,1,1,1,5,10,12,13,14,1.5,5.333333333333333,Portuguese
918,Gabriel Pereira,Female,17,3,3,3,1,1,3,0,13,13,14,1.5,7.0,Portuguese
919,Mousinho Da Silveira,Female,16,2,3,4,1,1,2,1,14,13,14,1.5,6.333333333333333,Portuguese
920,Mousinho Da Silveira,Female,15,3,3,2,1,1,4,0,12,13,14,1.5,6.666666666666667,Portuguese
921,Mousinho Da Silveira,Female,16,2,3,3,1,1,1,0,14,13,14,1.5,6.0,Portuguese
922,Mousinho Da Silveira,Female,18,2,3,5,1,1,1,2,12,13,14,1.5,6.666666666666667,Portuguese
923,Gabriel Pereira,Male,16,2,3,3,1,1,5,2,12,12,13,1.5,6.0,Portuguese
924,Gabriel Pereira,Female,16,3,3,5,1,1,3,2,12,13,13,1.5,7.666666666666667,Portuguese
925,Gabriel Pereira,Female,15,2,3,2,1,1,5,6,13,12,13,1.5,5.666666666666667,Portuguese
926,Gabriel Pereira,Female,16,2,3,5,1,1,3,0,14,13,13,1.5,6.666666666666667,Portuguese
927,Gabriel Pereira,Female,16,2,3,3,1,1,2,6,12,12,13,1.5,6.0,Portuguese
928,Gabriel Pereira,Female,16,4,3,5,1,1,5,6,13,13,13,1.5,8.666666666666666,Portuguese
929,Gabriel Pereira,Female,16,2,3,4,1,1,4,0,13,13,13,1.5,6.333333333333333,Portuguese
930,Gabriel Pereira,Female,17,3,3,3,1,1,4,0,12,12,13,1.5,7.0,Portuguese
931,Gabriel Pereira,Female,18,3,3,3,1,1,3,0,11,12,13,1.5,7.0,Portuguese
932,Gabriel Pereira,Female,17,2,3,3,1,1,5,0,12,12,13,1.5,6.0,Portuguese
933,Mousinho Da Silveira,Female,16,4,3,2,1,1,1,0,13,10,13,1.5,7.666666666666667,Portuguese
934,Mousinho Da Silveira,Male,16,2,3,1,1,1,3,0,13,12,13,1.5,5.333333333333333,Portuguese
935,Mousinho Da Silveira,Female,16,3,3,4,1,1,3,5,13,14,13,1.5,7.333333333333333,Portuguese
936,Mousinho Da Silveira,Male,18,1,3,2,1,1,4,0,12,12,13,1.5,4.666666666666667,Portuguese
937,Gabriel Pereira,Male,15,2,3,2,1,1,2,0,13,12,12,1.5,5.666666666666667,Portuguese
938,Gabriel Pereira,Female,15,3,3,2,1,1,5,2,11,12,12,1.5,6.666666666666667,Portuguese
939,Gabriel Pereira,Female,15,1,3,1,1,1,2,8,14,13,12,1.5,4.333333333333333,Portuguese
940,Gabriel Pereira,Female,16,2,3,4,1,1,2,2,12,13,12,1.5,6.333333333333333,Portuguese
941,Gabriel Pereira,Male,15,4,3,4,1,1,4,2,11,12,12,1.5,8.333333333333334,Portuguese
942,Gabriel Pereira,Female,16,2,3,5,1,1,5,0,13,12,12,1.5,6.666666666666667,Portuguese
943,Gabriel Pereira,Male,15,1,3,3,1,1,5,2,12,13,12,1.5,5.0,Portuguese
944,Gabriel Pereira,Female,17,2,3,3,1,1,3,0,12,11,12,1.5,6.0,Portuguese
945,Gabriel Pereira,Male,16,1,3,3,1,1,3,0,13,12,12,1.5,5.0,Portuguese
946,Gabriel Pereira,Female,17,3,3,4,1,1,5,12,12,12,12,1.5,7.333333333333333,Portuguese
947,Gabriel Pereira,Male,18,3,3,2,1,1,3,2,10,11,12,1.5,6.666666666666667,Portuguese
948,Gabriel Pereira,Female,18,2,3,4,1,1,4,8,10,11,12,1.5,6.333333333333333,Portuguese
949,Gabriel Pereira,Female,18,2,3,3,1,1,2,0,10,9,12,1.5,6.0,Portuguese
950,Gabriel Pereira,Female,21,3,3,2,1,1,5,0,9,12,12,1.5,6.666666666666667,Portuguese
951,Gabriel Pereira,Female,18,2,3,4,1,1,3,4,0,11,11,1.5,6.333333333333333,Portuguese
952,Gabriel Pereira,Female,17,2,3,3,1,1,3,2,9,11,11,1.5,6.0,Portuguese
953,Gabriel Pereira,Male,16,4,3,2,1,1,5,2,13,11,11,1.5,7.666666666666667,Portuguese
954,Gabriel Pereira,Male,16,1,3,3,1,1,4,6,9,11,11,1.5,5.0,Portuguese
955,Gabriel Pereira,Female,15,2,3,2,1,1,1,0,10,11,11,1.5,5.666666666666667,Portuguese
956,Gabriel Pereira,Female,16,1,3,4,1,1,5,12,13,11,11,1.5,5.333333333333333,Portuguese
957,Gabriel Pereira,Male,15,2,3,3,1,1,5,2,12,11,11,1.5,6.0,Portuguese
958,Gabriel Pereira,Female,15,2,3,2,1,1,3,2,11,11,11,1.5,5.666666666666667,Portuguese
959,Gabriel Pereira,Female,19,2,3,3,1,1,5,0,10,10,11,1.5,6.0,Portuguese
960,Gabriel Pereira,Male,18,2,3,2,1,1,3,2,10,10,11,1.5,5.666666666666667,Portuguese
961,Gabriel Pereira,Male,19,3,3,1,1,1,5,0,9,10,11,1.5,6.333333333333333,Portuguese
962,Mousinho Da Silveira,Male,15,2,3,3,1,1,5,0,11,11,11,1.5,6.0,Portuguese
963,Mousinho Da Silveira,Male,16,2,3,3,1,1,5,0,10,11,11,1.5,6.0,Portuguese
964,Mousinho Da Silveira,Female,15,2,3,3,1,1,2,1,11,10,11,1.5,6.0,Portuguese
965,Gabriel Pereira,Female,18,2,3,4,1,1,3,4,0,11,11,1.5,6.333333333333333,Portuguese
966,Gabriel Pereira,Female,15,3,3,2,1,1,5,2,10,11,10,1.5,6.666666666666667,Portuguese
967,Gabriel Pereira,Male,15,4,3,3,1,1,3,0,11,9,10,1.5,8.0,Portuguese
968,Gabriel Pereira,Female,15,2,3,5,1,1,2,16,11,10,10,1.5,6.666666666666667,Portuguese
969,Gabriel Pereira,Female,15,4,3,3,1,1,4,10,10,10,10,1.5,8.0,Portuguese
970,Gabriel Pereira,Female,16,1,3,2,1,1,5,4,9,9,10,1.5,4.666666666666667,Portuguese
971,Gabriel Pereira,Female,18,2,3,3,1,1,3,18,10,10,10,1.5,6.0,Portuguese
972,Gabriel Pereira,Female,18,2,3,1,1,1,5,16,9,8,10,1.5,5.333333333333333,Portuguese
973,Gabriel Pereira,Female,17,2,3,2,1,1,4,10,10,9,10,1.5,5.666666666666667,Portuguese
974,Gabriel Pereira,Female,20,1,3,1,1,1,5,5,8,10,10,1.5,4.333333333333333,Portuguese
975,Mousinho Da Silveira,Female,18,3,3,2,1,1,2,6,7,9,10,1.5,6.666666666666667,Portuguese
976,Mousinho Da Silveira,Female,16,2,3,2,1,1,3,2,8,10,10,1.5,5.666666666666667,Portuguese
977,Mousinho Da Silveira,Female,17,3,3,3,1,1,3,0,11,11,10,1.5,7.0,Portuguese
978,Mousinho Da Silveira,Female,16,2,3,3,1,1,2,0,8,10,10,1.5,6.0,Portuguese
979,Mousinho Da Silveira,Female,18,2,3,1,1,1,2,4,8,8,10,1.5,5.333333333333333,Portuguese
980,Mousinho Da Silveira,Female,18,2,3,4,1,1,5,0,10,10,10,1.5,6.333333333333333,Portuguese
981,Gabriel Pereira,Female,19,2,3,4,1,1,4,2,8,8,9,1.5,6.333333333333333,Portuguese
982,Mousinho Da Silveira,Female,15,1,3,4,1,1,1,0,6,8,9,1.5,5.333333333333333,Portuguese
983,Mousinho Da Silveira,Female,19,3,3,1,1,1,3,6,7,9,9,1.5,6.333333333333333,Portuguese
984,Mousinho Da Silveira,Female,19,2,3,3,1,1,3,4,7,8,9,1.5,6.0,Portuguese
985,Gabriel Pereira,Female,18,2,3,3,1,1,4,4,8,8,8,1.5,6.0,Portuguese
986,Gabriel Pereira,Female,17,3,3,4,1,1,5,0,7,7,8,1.5,7.333333333333333,Portuguese
987,Mousinho Da Silveira,Female,18,2,3,3,1,1,5,2,6,8,8,1.5,6.0,Portuguese
988,Mousinho Da Silveira,Female,18,2,3,2,1,1,5,9,7,7,7,1.5,5.666666666666667,Portuguese
989,Mousinho Da Silveira,Female,18,2,3,3,1,1,4,0,9,0,0,1.5,6.0,Portuguese
990,Mousinho Da Silveira,Female,18,2,3,1,1,1,5,0,5,0,0,1.5,5.333333333333333,Portuguese
991,Gabriel Pereira,Female,16,2,2,3,1,1,3,0,17,17,18,1.5,5.0,Portuguese
992,Gabriel Pereira,Female,18,4,2,2,1,1,3,2,17,17,18,1.5,6.666666666666667,Portuguese
993,Gabriel Pereira,Male,15,2,2,2,1,1,1,0,15,16,17,1.5,4.666666666666667,Portuguese
994,Gabriel Pereira,Male,16,4,2,2,1,1,2,2,17,17,17,1.5,6.666666666666667,Portuguese
995,Gabriel Pereira,Female,17,4,2,3,1,1,4,2,14,15,17,1.5,7.0,Portuguese
996,Gabriel Pereira,Female,18,2,2,2,1,1,3,0,14,17,17,1.5,4.666666666666667,Portuguese
997,Mousinho Da Silveira,Female,16,3,2,2,1,1,4,6,16,16,17,1.5,5.666666666666667,Portuguese
998,Gabriel Pereira,Male,15,2,2,2,1,1,5,8,15,15,16,1.5,4.666666666666667,Portuguese
999,Gabriel Pereira,Female,16,2,2,3,1,1,5,2,16,15,16,1.5,5.0,Portuguese
1000,Mousinho Da Silveira,Female,16,2,2,2,1,1,3,0,14,15,16,1.5,4.666666666666667,Portuguese
1001,Mousinho Da Silveira,Female,17,2,2,5,1,1,5,0,13,15,16,1.5,5.666666666666667,Portuguese
1002,Gabriel Pereira,Female,17,3,2,3,1,1,1,8,13,15,15,1.5,6.0,Portuguese
1003,Gabriel Pereira,Female,18,2,2,4,1,1,4,0,14,15,15,1.5,5.333333333333333,Portuguese
1004,Mousinho Da Silveira,Female,18,3,2,1,1,1,4,5,14,14,15,1.5,5.333333333333333,Portuguese
1005,Gabriel Pereira,Female,15,3,2,2,1,1,5,0,14,14,14,1.5,5.666666666666667,Portuguese
1006,Gabriel Pereira,Female,17,2,2,1,1,1,3,2,11,12,14,1.5,4.333333333333333,Portuguese
1007,Mousinho Da Silveira,Female,16,4,2,1,1,1,5,0,14,14,14,1.5,6.333333333333333,Portuguese
1008,Gabriel Pereira,Female,15,3,2,2,1,1,4,0,10,12,13,1.5,5.666666666666667,Portuguese
1009,Gabriel Pereira,Female,15,3,2,2,1,1,5,2,13,13,13,1.5,5.666666666666667,Portuguese
1010,Gabriel Pereira,Female,17,1,2,1,1,1,4,0,13,13,13,1.5,3.3333333333333335,Portuguese
1011,Gabriel Pereira,Male,17,2,2,3,1,1,2,4,11,11,13,1.5,5.0,Portuguese
1012,Gabriel Pereira,Male,17,1,2,2,1,1,2,2,9,12,13,1.5,3.6666666666666665,Portuguese
1013,Gabriel Pereira,Female,18,2,2,3,1,1,5,4,11,11,13,1.5,5.0,Portuguese
1014,Gabriel Pereira,Female,17,3,2,3,1,1,4,2,15,12,13,1.5,6.0,Portuguese
1015,Gabriel Pereira,Female,17,2,2,2,1,1,3,4,14,13,13,1.5,4.666666666666667,Portuguese
1016,Gabriel Pereira,Female,15,2,2,2,1,1,5,4,10,11,11,1.5,4.666666666666667,Portuguese
1017,Gabriel Pereira,Male,16,1,2,1,1,1,2,4,9,9,11,1.5,3.3333333333333335,Portuguese
1018,Gabriel Pereira,Male,15,4,2,2,1,1,3,6,9,11,11,1.5,6.666666666666667,Portuguese
1019,Mousinho Da Silveira,Female,16,4,2,1,1,1,1,4,10,9,11,1.5,6.333333333333333,Portuguese
1020,Gabriel Pereira,Male,17,1,2,2,1,1,4,0,9,10,10,1.5,3.6666666666666665,Portuguese
1021,Gabriel Pereira,Female,18,2,2,5,1,1,2,2,10,9,10,1.5,5.666666666666667,Portuguese
1022,Mousinho Da Silveira,Female,18,1,2,3,1,1,2,4,9,11,10,1.5,4.0,Portuguese
1023,Mousinho Da Silveira,Male,19,1,2,1,1,1,3,4,6,11,9,1.5,3.3333333333333335,Portuguese
1024,Mousinho Da Silveira,Female,17,1,2,2,1,1,5,0,8,10,9,1.5,3.6666666666666665,Portuguese
1025,Mousinho Da Silveira,Female,16,2,2,1,1,1,2,2,7,9,8,1.5,4.333333333333333,Portuguese
1026,Mousinho Da Silveira,Male,16,2,2,1,1,1,2,0,8,7,0,1.5,4.333333333333333,Portuguese
1027,Gabriel Pereira,Female,17,4,1,2,1,1,3,0,18,19,19,1.5,5.666666666666667,Portuguese
1028,Mousinho Da Silveira,Female,15,1,1,3,1,1,4,0,14,16,16,1.5,3.0,Portuguese
1029,Gabriel Pereira,Female,18,2,1,4,1,1,3,8,11,12,14,1.5,4.333333333333333,Portuguese
1030,Gabriel Pereira,Female,17,2,1,4,1,1,1,2,10,13,13,1.5,4.333333333333333,Portuguese
1031,Gabriel Pereira,Female,15,4,1,2,1,1,1,4,13,13,13,1.5,5.666666666666667,Portuguese
1032,Gabriel Pereira,Female,16,2,1,3,1,1,3,0,14,13,13,1.5,4.0,Portuguese
1033,Gabriel Pereira,Female,16,2,1,5,1,1,4,0,12,12,13,1.5,4.666666666666667,Portuguese
1034,Gabriel Pereira,Female,17,2,1,1,1,1,3,2,13,13,13,1.5,3.3333333333333335,Portuguese
1035,Gabriel Pereira,Female,17,1,1,2,1,1,3,6,10,13,13,1.5,2.6666666666666665,Portuguese
1036,Mousinho Da Silveira,Female,15,1,1,2,1,1,1,3,11,13,13,1.5,2.6666666666666665,Portuguese
1037,Mousinho Da Silveira,Male,17,1,1,2,1,1,5,4,11,11,12,1.5,2.6666666666666665,Portuguese
1038,Mousinho Da Silveira,Female,18,2,1,1,1,1,4,0,11,11,12,1.5,3.3333333333333335,Portuguese
1039,Gabriel Pereira,Female,16,3,1,2,1,1,2,4,11,11,11,1.5,4.666666666666667,Portuguese
