,school,sex,age,address,parent_living_status,mother_edu,father_edu,mother_job,father_job,enrollment_reason,guardian,travel_time,weekly_study_time,failures,school_support,family_support,extra_paid_classes,activity_participation,higher_education_plan,internet,romantic,family_relations,free_time,out_w/_friends,weekday_alcohol,weekend_alcohol,health,absences,first_period_grade,second_period_grade,final_grade,subject
504,Gabriel Pereira,M,16,urban,together,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14,portuguese
505,Gabriel Pereira,M,15,rural,together,4,4,other,other,home,father,4,4,0,no,yes,no,yes,yes,yes,yes,1,3,5,3,5,1,8,12,10,11,portuguese
506,Gabriel Pereira,F,16,urban,together,4,4,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,5,4,5,1,1,4,2,15,15,14,portuguese
507,Gabriel Pereira,M,15,urban,apart,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14,portuguese
508,Gabriel Pereira,F,16,rural,together,3,3,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11,portuguese
509,Gabriel Pereira,F,16,urban,together,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10,portuguese
510,Gabriel Pereira,M,15,urban,together,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,no,3,5,2,1,1,3,10,18,17,18,portuguese
511,Gabriel Pereira,M,15,rural,together,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,portuguese
512,Gabriel Pereira,M,16,urban,together,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,portuguese
513,Gabriel Pereira,M,15,urban,together,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16,portuguese
514,Gabriel Pereira,M,16,urban,together,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15,portuguese
515,Gabriel Pereira,M,17,rural,together,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11,portuguese
516,Gabriel Pereira,M,15,urban,together,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,no,3,4,3,1,2,4,2,14,13,14,portuguese
517,Gabriel Pereira,F,15,urban,together,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14,portuguese
518,Gabriel Pereira,M,15,urban,together,2,2,services,services,home,father,1,4,0,no,yes,no,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13,portuguese
519,Gabriel Pereira,F,16,urban,together,2,4,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13,portuguese
520,Gabriel Pereira,M,16,urban,together,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13,portuguese
521,Gabriel Pereira,F,16,urban,together,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,5,4,4,1,1,5,0,12,11,11,portuguese
522,Gabriel Pereira,M,15,urban,together,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,no,5,5,5,3,2,5,2,9,9,9,portuguese
523,Gabriel Pereira,F,15,urban,apart,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11,portuguese
524,Gabriel Pereira,F,19,urban,together,0,1,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11,portuguese
525,Gabriel Pereira,M,16,rural,together,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15,portuguese
526,Gabriel Pereira,M,16,urban,together,2,3,other,other,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13,portuguese
527,Gabriel Pereira,F,15,rural,together,3,4,services,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,4,2,2,2,2,5,0,10,11,12,portuguese
528,Gabriel Pereira,F,18,urban,together,2,1,services,other,reputation,mother,1,2,3,no,yes,no,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8,portuguese
529,Gabriel Pereira,F,17,urban,apart,2,1,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,no,3,2,2,1,2,5,8,11,10,11,portuguese
530,Gabriel Pereira,F,15,urban,together,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,1,2,4,6,11,12,13,portuguese
531,Gabriel Pereira,F,17,urban,together,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,3,4,4,1,3,5,2,13,12,12,portuguese
532,Gabriel Pereira,F,16,urban,apart,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,no,3,2,1,1,4,5,12,15,13,14,portuguese
533,Gabriel Pereira,M,16,urban,together,2,1,at_home,other,course,mother,4,1,0,no,no,no,no,yes,no,no,3,2,1,1,1,2,4,9,9,11,portuguese
534,Gabriel Pereira,F,16,urban,apart,2,2,other,other,home,mother,1,1,1,no,no,no,no,yes,no,no,5,3,4,1,1,5,12,13,11,11,portuguese
535,Gabriel Pereira,M,15,rural,together,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,no,yes,5,3,3,1,1,5,2,12,11,11,portuguese
536,Gabriel Pereira,F,15,urban,together,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15,portuguese
537,Gabriel Pereira,M,17,rural,together,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,no,no,5,4,5,2,4,5,2,10,9,10,portuguese
538,Gabriel Pereira,F,16,rural,together,1,1,at_home,other,course,mother,4,2,0,no,yes,no,no,yes,no,no,5,1,3,1,1,3,0,14,13,13,portuguese
539,Gabriel Pereira,M,18,urban,together,3,1,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12,portuguese
540,Gabriel Pereira,F,18,urban,apart,3,2,other,services,course,other,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,3,5,1,5,10,12,11,11,portuguese
541,Gabriel Pereira,F,16,rural,together,1,1,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11,portuguese
542,Gabriel Pereira,F,16,urban,apart,3,3,other,other,course,other,2,1,0,no,yes,no,yes,yes,yes,yes,4,3,2,1,1,5,4,9,9,10,portuguese
543,Gabriel Pereira,M,16,urban,together,1,1,services,other,course,mother,1,2,2,no,no,no,no,yes,no,yes,4,4,4,1,3,5,0,10,10,10,portuguese
544,Gabriel Pereira,F,15,urban,together,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14,portuguese
545,Gabriel Pereira,F,15,rural,together,1,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9,portuguese
546,Gabriel Pereira,M,15,urban,together,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,no,2,2,2,1,1,3,6,9,11,11,portuguese
547,Gabriel Pereira,F,15,urban,apart,3,3,services,services,home,mother,1,2,0,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9,portuguese
548,Gabriel Pereira,M,16,urban,together,4,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13,portuguese
549,Gabriel Pereira,M,16,urban,together,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11,portuguese
550,Gabriel Pereira,F,15,urban,together,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13,portuguese
551,Gabriel Pereira,F,16,urban,together,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,3,4,4,3,3,1,4,10,11,11,portuguese
552,Gabriel Pereira,M,17,urban,together,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,5,4,5,1,2,5,22,9,7,6,portuguese
553,Gabriel Pereira,F,15,urban,together,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,4,4,2,1,2,5,0,12,12,12,portuguese
554,Gabriel Pereira,F,15,urban,apart,2,1,at_home,other,home,mother,2,1,0,no,yes,no,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10,portuguese
555,Gabriel Pereira,F,15,urban,together,3,2,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,no,3,3,2,1,1,3,2,11,11,11,portuguese
556,Gabriel Pereira,F,15,urban,together,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13,portuguese
557,Gabriel Pereira,F,15,urban,together,1,2,at_home,services,course,father,1,2,0,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11,portuguese
558,Gabriel Pereira,M,16,urban,together,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,no,yes,yes,3,3,2,2,1,5,16,9,9,8,portuguese
559,Gabriel Pereira,M,15,urban,apart,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,4,5,5,2,5,5,0,12,11,11,portuguese
560,Gabriel Pereira,M,18,urban,together,1,1,other,other,course,mother,1,1,2,no,no,no,no,no,yes,yes,2,3,5,2,5,4,0,11,9,0,portuguese
561,Gabriel Pereira,M,16,urban,together,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10,portuguese
562,Gabriel Pereira,F,15,rural,together,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13,portuguese
563,Gabriel Pereira,M,19,urban,together,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,no,yes,yes,4,5,4,1,1,4,6,11,9,11,portuguese
564,Gabriel Pereira,F,17,urban,together,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,no,yes,4,2,1,1,1,4,0,13,13,13,portuguese
565,Gabriel Pereira,M,15,rural,together,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8,portuguese
566,Gabriel Pereira,M,17,rural,together,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,no,no,2,2,2,3,3,5,14,9,8,10,portuguese
567,Gabriel Pereira,F,18,rural,together,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,yes,no,no,5,2,5,1,5,4,6,11,10,11,portuguese
568,Gabriel Pereira,M,16,rural,together,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11,portuguese
569,Gabriel Pereira,M,16,urban,together,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,4,5,5,4,4,5,0,10,10,1,portuguese
570,Gabriel Pereira,M,16,urban,together,1,2,health,services,course,mother,2,1,2,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10,portuguese
571,Gabriel Pereira,M,17,rural,together,2,1,at_home,other,course,mother,2,1,1,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9,portuguese
572,Gabriel Pereira,M,17,rural,together,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,4,4,4,1,4,3,4,7,6,8,portuguese
573,Gabriel Pereira,M,15,urban,together,1,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10,portuguese
574,Gabriel Pereira,M,16,urban,together,1,3,at_home,services,course,father,1,1,1,no,no,no,no,no,yes,no,5,3,3,1,4,2,2,9,8,8,portuguese
575,Gabriel Pereira,M,17,rural,together,1,1,other,services,course,mother,4,2,0,no,no,no,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,portuguese
576,Gabriel Pereira,M,17,urban,together,3,2,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,4,5,2,1,1,2,10,8,7,8,portuguese
577,Gabriel Pereira,M,16,urban,together,2,2,other,other,course,father,1,2,0,no,no,no,no,no,yes,no,4,3,5,2,4,4,0,9,10,11,portuguese
578,Gabriel Pereira,F,16,urban,together,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,4,2,3,1,1,3,0,17,17,18,portuguese
579,Gabriel Pereira,F,16,urban,together,2,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,portuguese
580,Gabriel Pereira,F,16,urban,together,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,4,2,1,1,3,0,16,16,17,portuguese
581,Gabriel Pereira,M,16,urban,together,3,4,other,other,course,father,3,1,1,no,yes,no,yes,yes,yes,no,3,4,5,2,4,2,4,9,9,10,portuguese
582,Gabriel Pereira,M,16,urban,together,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,portuguese
583,Gabriel Pereira,M,17,urban,together,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10,portuguese
584,Gabriel Pereira,F,16,urban,together,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,portuguese
585,Gabriel Pereira,F,16,urban,together,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15,portuguese
586,Gabriel Pereira,M,17,urban,together,4,3,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11,portuguese
587,Gabriel Pereira,F,16,urban,together,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,no,3,4,4,1,4,5,0,13,12,14,portuguese
588,Gabriel Pereira,M,17,urban,together,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,4,3,4,1,4,4,4,11,9,10,portuguese
589,Gabriel Pereira,M,16,rural,together,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,portuguese
590,Gabriel Pereira,M,17,urban,together,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,portuguese
591,Gabriel Pereira,M,16,urban,together,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,portuguese
592,Gabriel Pereira,M,16,urban,together,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,portuguese
593,Gabriel Pereira,F,17,urban,together,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,portuguese
594,Gabriel Pereira,F,17,urban,together,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,portuguese
595,Gabriel Pereira,F,16,urban,together,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,1,2,2,1,2,1,8,14,15,16,portuguese
596,Gabriel Pereira,M,17,urban,together,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,portuguese
597,Gabriel Pereira,M,16,urban,together,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,portuguese
598,Gabriel Pereira,M,16,urban,together,2,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,portuguese
599,Gabriel Pereira,F,17,urban,apart,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14,portuguese
600,Gabriel Pereira,M,17,rural,together,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,no,no,3,1,3,1,5,3,6,9,9,10,portuguese
601,Gabriel Pereira,F,16,urban,together,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,4,3,3,1,1,2,6,12,12,13,portuguese
602,Gabriel Pereira,F,17,urban,together,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,portuguese
603,Gabriel Pereira,M,17,urban,together,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,yes,yes,no,4,4,4,4,5,5,16,10,11,12,portuguese
604,Gabriel Pereira,M,16,rural,together,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10,portuguese
605,Gabriel Pereira,M,16,urban,together,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,no,5,3,3,1,1,3,0,13,12,12,portuguese
606,Gabriel Pereira,F,17,urban,together,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,portuguese
607,Gabriel Pereira,M,17,urban,together,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,no,5,2,3,1,2,5,4,13,13,14,portuguese
608,Gabriel Pereira,M,16,rural,together,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12,portuguese
609,Gabriel Pereira,F,17,urban,together,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,no,4,2,4,2,3,2,30,14,15,16,portuguese
610,Gabriel Pereira,F,16,urban,together,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,5,2,1,2,3,0,11,10,11,portuguese
611,Gabriel Pereira,F,16,urban,together,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15,portuguese
612,Gabriel Pereira,F,16,urban,together,2,3,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12,portuguese
613,Gabriel Pereira,F,17,urban,together,1,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15,portuguese
614,Gabriel Pereira,F,17,rural,together,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,no,5,3,2,1,2,3,21,13,13,13,portuguese
615,Gabriel Pereira,F,16,rural,together,2,2,services,services,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,5,3,5,1,1,5,6,13,13,13,portuguese
616,Gabriel Pereira,F,17,urban,together,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,4,4,3,3,4,5,14,8,9,8,portuguese
617,Gabriel Pereira,F,16,urban,apart,3,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,2,3,3,2,2,4,2,11,11,12,portuguese
618,Gabriel Pereira,F,16,urban,together,4,3,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,portuguese
619,Gabriel Pereira,F,16,urban,together,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,no,no,4,3,2,1,4,5,2,12,13,13,portuguese
620,Gabriel Pereira,F,17,rural,together,4,3,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12,portuguese
621,Gabriel Pereira,F,19,urban,together,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12,portuguese
622,Gabriel Pereira,M,17,urban,together,4,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,5,3,5,4,5,3,15,13,12,12,portuguese
623,Gabriel Pereira,F,16,urban,apart,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,no,3,3,4,1,1,4,0,13,13,13,portuguese
624,Gabriel Pereira,M,18,urban,together,2,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11,portuguese
625,Gabriel Pereira,F,17,rural,together,4,4,services,other,other,mother,1,1,0,no,yes,no,no,yes,no,no,5,2,1,1,2,3,6,12,11,11,portuguese
626,Gabriel Pereira,F,17,urban,together,3,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,4,4,4,1,3,1,2,14,16,15,portuguese
627,Gabriel Pereira,F,17,urban,together,4,3,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,3,4,5,2,4,1,16,11,9,10,portuguese
628,Gabriel Pereira,M,18,urban,together,3,3,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,no,3,2,4,2,4,4,10,10,10,10,portuguese
629,Gabriel Pereira,F,17,urban,together,2,3,at_home,other,home,father,2,1,0,no,yes,no,no,yes,no,no,3,3,3,1,4,3,4,12,13,13,portuguese
630,Gabriel Pereira,F,17,urban,together,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13,portuguese
631,Gabriel Pereira,F,17,rural,together,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11,portuguese
632,Gabriel Pereira,F,17,urban,together,1,1,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12,portuguese
633,Gabriel Pereira,F,16,urban,together,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,no,2,3,1,1,1,3,0,13,13,14,portuguese
634,Gabriel Pereira,M,18,urban,together,2,2,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,no,3,3,3,5,5,4,9,10,9,10,portuguese
635,Gabriel Pereira,F,16,urban,together,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,3,2,1,1,5,4,15,16,16,portuguese
636,Gabriel Pereira,F,18,rural,together,3,1,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,portuguese
637,Gabriel Pereira,F,17,urban,together,3,2,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,4,1,3,3,2,17,18,17,portuguese
638,Gabriel Pereira,M,17,urban,together,2,3,services,services,reputation,father,1,2,0,no,yes,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11,portuguese
639,Gabriel Pereira,M,18,urban,together,2,1,at_home,other,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11,portuguese
640,Gabriel Pereira,F,17,urban,apart,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16,portuguese
641,Gabriel Pereira,F,17,urban,together,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12,portuguese
642,Gabriel Pereira,M,17,rural,together,2,2,other,other,course,father,2,2,0,no,yes,no,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13,portuguese
643,Gabriel Pereira,M,17,urban,together,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13,portuguese
644,Gabriel Pereira,M,16,urban,together,4,4,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14,portuguese
645,Gabriel Pereira,M,16,urban,together,1,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,no,3,4,2,1,1,5,2,9,9,9,portuguese
646,Gabriel Pereira,M,16,urban,together,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12,portuguese
647,Gabriel Pereira,M,17,urban,together,2,2,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,4,4,2,5,5,4,0,16,16,16,portuguese
648,Gabriel Pereira,F,16,urban,together,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,4,5,2,1,1,5,4,9,10,10,portuguese
649,Gabriel Pereira,F,16,urban,apart,4,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13,portuguese
650,Gabriel Pereira,F,18,urban,apart,2,4,services,other,course,mother,2,2,1,no,yes,no,no,yes,yes,no,4,3,3,1,1,3,18,10,10,10,portuguese
651,Gabriel Pereira,F,18,urban,together,2,2,at_home,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10,portuguese
652,Gabriel Pereira,F,18,urban,together,3,3,other,other,course,mother,2,1,1,no,no,no,no,no,yes,no,4,1,1,1,1,3,14,8,7,7,portuguese
653,Gabriel Pereira,M,18,urban,together,2,2,other,at_home,course,other,1,1,1,no,yes,no,yes,no,yes,yes,4,4,3,2,2,1,26,7,8,8,portuguese
654,Gabriel Pereira,M,17,urban,together,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,2,1,1,2,5,6,10,8,9,portuguese
655,Gabriel Pereira,F,17,urban,together,3,2,other,other,course,father,1,2,0,no,no,no,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15,portuguese
656,Gabriel Pereira,F,17,urban,together,1,1,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10,portuguese
657,Gabriel Pereira,F,16,urban,together,1,2,other,other,course,mother,1,1,0,no,no,no,no,no,yes,no,5,3,5,1,2,5,4,12,11,11,portuguese
658,Gabriel Pereira,F,17,rural,together,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13,portuguese
659,Gabriel Pereira,F,17,rural,apart,1,4,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,no,5,5,4,1,1,5,14,9,9,8,portuguese
660,Gabriel Pereira,M,18,urban,together,2,2,other,services,reputation,father,1,2,0,no,no,no,no,no,yes,no,5,5,4,3,5,2,16,8,7,8,portuguese
661,Gabriel Pereira,F,17,urban,apart,2,2,other,other,home,mother,1,1,1,no,yes,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10,portuguese
662,Gabriel Pereira,F,17,rural,together,1,1,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15,portuguese
663,Gabriel Pereira,F,17,urban,apart,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14,portuguese
664,Gabriel Pereira,M,17,urban,together,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15,portuguese
665,Gabriel Pereira,M,17,rural,apart,4,4,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,no,3,3,3,2,3,4,0,12,12,12,portuguese
666,Gabriel Pereira,M,16,urban,together,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,yes,yes,no,5,4,5,1,1,3,7,14,14,15,portuguese
667,Gabriel Pereira,M,16,urban,together,4,4,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,portuguese
668,Gabriel Pereira,F,17,urban,together,4,4,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,5,3,1,1,4,5,2,11,11,12,portuguese
